#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,165,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T22:44:42.8783708Z,43.489999999999995,total_mb,anomaly_ml,104.29.146.91,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,166,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T22:44:42.8783708Z,33.94,up_mb,anomaly_ml,104.29.146.91,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,167,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:57:01.293026182Z,131,connections,anomaly_ml,104.29.147.145,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,167,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:59:01.390218181Z,95,connections,anomaly_ml,104.29.147.145,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,168,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:57:01.293026182Z,Zadna,domain,anomaly_ml,104.29.147.145,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,168,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:59:01.390218181Z,Zadna,domain,anomaly_ml,104.29.147.145,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,169,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:57:01.293026182Z,11.83,down_mb,anomaly_ml,104.29.147.145,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,169,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:59:01.390218181Z,14.59,down_mb,anomaly_ml,104.29.147.145,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,170,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:57:01.293026182Z,0.183206106870229,fail_ratio,anomaly_ml,104.29.147.145,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,170,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:59:01.390218181Z,0.35789473684210527,fail_ratio,anomaly_ml,104.29.147.145,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,171,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:57:01.293026182Z,46,global_ips,anomaly_ml,104.29.147.145,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,171,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:59:01.390218181Z,42,global_ips,anomaly_ml,104.29.147.145,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,172,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:57:01.293026182Z,9,global_ports,anomaly_ml,104.29.147.145,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,172,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:59:01.390218181Z,10,global_ports,anomaly_ml,104.29.147.145,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,173,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:57:01.293026182Z,UDP/19311,service,anomaly_ml,104.29.147.145,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,173,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:59:01.390218181Z,UDP/19311,service,anomaly_ml,104.29.147.145,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,174,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:57:01.293026182Z,15.48,up_mb,anomaly_ml,104.29.147.145,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,174,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:59:01.390218181Z,12.43,up_mb,anomaly_ml,104.29.147.145,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,175,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-28T23:50:33.656028861Z,Zadna,domain,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,175,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T00:05:34.276119494Z,Zadna,domain,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,175,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T00:12:34.544626583Z,Zadna,domain,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,175,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T00:16:34.708355114Z,Zadna,domain,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,175,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T02:32:39.298901172Z,Zadna,domain,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,176,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-28T23:50:33.656028861Z,1.78,down_mb,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,176,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T00:05:34.276119494Z,0.43,down_mb,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,176,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T00:12:34.544626583Z,0.95,down_mb,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,176,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T00:16:34.708355114Z,0.97,down_mb,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,176,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T02:32:39.298901172Z,2.95,down_mb,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,177,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-28T23:50:33.656028861Z,UDP/19335,service,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,177,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T00:05:34.276119494Z,UDP/19335,service,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,177,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T00:12:34.544626583Z,UDP/19335,service,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,177,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T00:16:34.708355114Z,UDP/19335,service,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,177,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T02:32:39.298901172Z,TCP/443,service,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,178,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-28T23:50:33.656028861Z,4,severity,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,178,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T00:05:34.276119494Z,4,severity,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,178,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T00:12:34.544626583Z,4,severity,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,178,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T00:16:34.708355114Z,4,severity,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,178,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T02:32:39.298901172Z,4,severity,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,179,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-28T23:50:33.656028861Z,2.19,total_mb,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,179,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T00:05:34.276119494Z,1.09,total_mb,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,179,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T00:12:34.544626583Z,1.58,total_mb,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,179,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T00:16:34.708355114Z,1.49,total_mb,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,179,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T02:32:39.298901172Z,4.32,total_mb,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,180,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-28T23:50:33.656028861Z,0.41,up_mb,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,180,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T00:05:34.276119494Z,0.66,up_mb,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,180,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T00:12:34.544626583Z,0.63,up_mb,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,180,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T00:16:34.708355114Z,0.52,up_mb,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,180,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T02:32:39.298901172Z,1.37,up_mb,anomaly_ml,104.29.147.147,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,181,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-11T01:39:41.725704938Z,Zadna,domain,anomaly_ml,104.29.147.150,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,182,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-11T01:39:41.725704938Z,27.47,down_mb,anomaly_ml,104.29.147.150,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,183,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-11T01:39:41.725704938Z,UDP/19316,service,anomaly_ml,104.29.147.150,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,184,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-11T01:39:41.725704938Z,28.009999999999998,total_mb,anomaly_ml,104.29.147.150,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,185,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-11T01:39:41.725704938Z,0.54,up_mb,anomaly_ml,104.29.147.150,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,186,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T20:01:54.293362665Z,Zadna,domain,anomaly_ml,104.29.147.183,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,186,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T20:16:55.134930282Z,Zadna,domain,anomaly_ml,104.29.147.183,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,187,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T20:01:54.293362665Z,0.39,down_mb,anomaly_ml,104.29.147.183,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,187,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T20:16:55.134930282Z,0.83,down_mb,anomaly_ml,104.29.147.183,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,188,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T20:01:54.293362665Z,UDP/19341,service,anomaly_ml,104.29.147.183,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,188,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T20:16:55.134930282Z,TCP/443,service,anomaly_ml,104.29.147.183,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,189,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T20:01:54.293362665Z,4,severity,anomaly_ml,104.29.147.183,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,189,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T20:16:55.134930282Z,4,severity,anomaly_ml,104.29.147.183,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,190,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T20:01:54.293362665Z,1.08,total_mb,anomaly_ml,104.29.147.183,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,190,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T20:16:55.134930282Z,1.6400000000000001,total_mb,anomaly_ml,104.29.147.183,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,191,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T20:01:54.293362665Z,0.69,up_mb,anomaly_ml,104.29.147.183,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,191,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T20:16:55.134930282Z,0.81,up_mb,anomaly_ml,104.29.147.183,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,192,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T20:09:01.849707045Z,94,connections,anomaly_ml,104.29.147.193,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,192,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T20:11:01.940113071Z,50,connections,anomaly_ml,104.29.147.193,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
